_id,date,center_name,attendance_count
48850518,2014-12-03,Phillips Community Center,164
48850519,2014-12-03,West Penn Community Center,83
48850520,2014-12-03,Warrington Community Center,45
48850521,2014-12-03,Magee Community Center,52
48850522,2014-12-02,Ammon Community Center,101
48850523,2014-12-02,Arlington Community Center,99
48850524,2014-12-02,Jefferson Community Center,29
48850525,2014-12-02,Brookline Community Center,333
48850526,2014-12-02,Paulson Community Center,24
48850527,2014-12-02,Ormsby Community Center,35
48850528,2014-12-02,Phillips Community Center,140
48850529,2014-12-02,Warrington Community Center,48
48850530,2014-12-02,West Penn Community Center,83
48850531,2014-12-02,Magee Community Center,46
48850532,2014-12-01,Arlington Community Center,45
48850533,2014-12-01,Ammon Community Center,132
48850534,2014-12-01,Brookline Community Center,352
48850535,2014-12-01,Jefferson Community Center,7
48850536,2014-12-01,Ormsby Community Center,56
48850537,2014-12-01,Paulson Community Center,29
48850538,2014-12-01,Phillips Community Center,86
48850539,2014-12-01,West Penn Community Center,64
48850540,2014-12-01,Warrington Community Center,63
48850541,2014-12-01,Magee Community Center,41
48850542,2014-11-29,Ormsby Community Center,11
48850543,2014-11-29,Warrington Community Center,24
48850544,2014-11-29,West Penn Community Center,41
48850545,2014-11-26,Ammon Community Center,73
48850546,2014-11-26,Arlington Community Center,16
48850547,2014-11-26,Jefferson Community Center,22
48850548,2014-11-26,Brookline Community Center,108
48850549,2014-11-26,Ormsby Community Center,25
48850550,2014-11-26,Paulson Community Center,18
48850551,2014-11-26,Phillips Community Center,65
48850552,2014-11-26,West Penn Community Center,67
48850553,2014-11-26,Warrington Community Center,59
48850554,2014-11-26,Magee Community Center,39
48850555,2014-11-25,Arlington Community Center,51
48850556,2014-11-25,Ammon Community Center,91
48850557,2014-11-25,Brookline Community Center,187
48850558,2014-11-25,Jefferson Community Center,31
48850559,2014-11-25,Paulson Community Center,27
48850560,2014-11-25,Ormsby Community Center,28
48850561,2014-11-25,Phillips Community Center,36
48850562,2014-11-25,Warrington Community Center,72
48850563,2014-11-25,West Penn Community Center,62
48850564,2014-11-25,Magee Community Center,53
48850565,2014-11-24,Ammon Community Center,20
48850566,2014-11-24,Arlington Community Center,45
48850567,2014-11-24,Jefferson Community Center,27
48850568,2014-11-24,Brookline Community Center,290
48850569,2014-11-24,Ormsby Community Center,67
48850570,2014-11-24,Paulson Community Center,4
48850571,2014-11-24,Phillips Community Center,110
48850572,2014-11-24,West Penn Community Center,90
48850573,2014-11-24,Warrington Community Center,83
48850574,2014-11-24,Magee Community Center,50
48850575,2014-11-22,Brookline Community Center,106
48850576,2014-11-22,Ormsby Community Center,18
48850577,2014-11-22,Phillips Community Center,10
48850578,2014-11-22,Warrington Community Center,138
48850579,2014-11-22,West Penn Community Center,45
48850580,2014-11-21,Arlington Community Center,23
48850581,2014-11-21,Ammon Community Center,63
48850582,2014-11-21,Brookline Community Center,89
48850583,2014-11-21,Jefferson Community Center,30
48850584,2014-11-21,Ormsby Community Center,29
48850585,2014-11-21,Paulson Community Center,17
48850586,2014-11-21,Phillips Community Center,93
48850587,2014-11-21,West Penn Community Center,80
48850588,2014-11-21,Warrington Community Center,66
48850589,2014-11-20,Ammon Community Center,67
48850590,2014-11-20,Arlington Community Center,40
48850591,2014-11-20,Jefferson Community Center,20
48850592,2014-11-20,Brookline Community Center,148
48850593,2014-11-20,Paulson Community Center,29
48850594,2014-11-20,Ormsby Community Center,41
48850595,2014-11-20,Phillips Community Center,50
48850596,2014-11-20,Warrington Community Center,80
48850597,2014-11-20,West Penn Community Center,41
48850598,2014-11-19,Arlington Community Center,24
48850599,2014-11-19,Ammon Community Center,159
48850600,2014-11-19,Brookline Community Center,224
48850601,2014-11-19,Jefferson Community Center,20
48850602,2014-11-19,Ormsby Community Center,32
48850603,2014-11-19,Paulson Community Center,24
48850604,2014-11-19,Phillips Community Center,93
48850605,2014-11-19,West Penn Community Center,76
48850606,2014-11-19,Warrington Community Center,103
48850607,2014-11-18,Ammon Community Center,82
48850608,2014-11-18,Arlington Community Center,48
48850609,2014-11-18,Jefferson Community Center,20
48850610,2014-11-18,Brookline Community Center,149
48850611,2014-11-18,Paulson Community Center,24
48850612,2014-11-18,Ormsby Community Center,33
48850613,2014-11-18,Phillips Community Center,84
48850614,2014-11-18,Warrington Community Center,83
48850615,2014-11-18,West Penn Community Center,40
48850616,2014-11-18,Magee Community Center,36
48850617,2014-11-17,Arlington Community Center,27
48850618,2014-11-17,Ammon Community Center,157
48850619,2014-11-17,Brookline Community Center,142
48850620,2014-11-17,Jefferson Community Center,20
48850621,2014-11-17,Ormsby Community Center,47
48850622,2014-11-17,Paulson Community Center,20
48850623,2014-11-17,Phillips Community Center,80
48850624,2014-11-17,West Penn Community Center,80
48850625,2014-11-17,Warrington Community Center,48
48850626,2014-11-17,Magee Community Center,56
48850627,2014-11-15,Brookline Community Center,75
48850628,2014-11-15,Ormsby Community Center,3
48850629,2014-11-14,Brookline Community Center,108
48850630,2014-11-14,Ormsby Community Center,26
48850631,2014-11-14,Paulson Community Center,4
48850632,2014-11-14,Phillips Community Center,106
48850633,2014-11-14,Warrington Community Center,39
48850634,2014-11-13,Ammon Community Center,94
48850635,2014-11-13,Arlington Community Center,41
48850636,2014-11-13,Brookline Community Center,81
48850637,2014-11-13,Jefferson Community Center,29
48850638,2014-11-13,Paulson Community Center,19
48850639,2014-11-13,Ormsby Community Center,49
48850640,2014-11-13,Phillips Community Center,51
48850641,2014-11-13,Warrington Community Center,33
48850642,2014-11-13,West Penn Community Center,43
48850643,2014-11-13,Magee Community Center,41
48850644,2014-11-12,Arlington Community Center,57
48850645,2014-11-12,Ammon Community Center,156
48850646,2014-11-12,Jefferson Community Center,32
48850647,2014-11-12,Brookline Community Center,177
48850648,2014-11-12,Ormsby Community Center,49
48850649,2014-11-12,Paulson Community Center,29
48850650,2014-11-12,Phillips Community Center,91
48850651,2014-11-12,West Penn Community Center,58
48850652,2014-11-12,Warrington Community Center,38
48850653,2014-11-12,Magee Community Center,59
48850654,2014-11-10,Ammon Community Center,97
48850655,2014-11-10,Arlington Community Center,50
48850656,2014-11-10,Brookline Community Center,135
48850657,2014-11-10,Jefferson Community Center,20
48850658,2014-11-10,Paulson Community Center,11
48850659,2014-11-10,Ormsby Community Center,43
48850660,2014-11-10,Phillips Community Center,56
48850661,2014-11-10,Warrington Community Center,31
48850662,2014-11-10,Magee Community Center,35
48850663,2014-11-08,Brookline Community Center,74
48850664,2014-11-08,Ormsby Community Center,15
48850665,2014-11-08,Phillips Community Center,14
48850666,2014-11-07,Arlington Community Center,15
48850667,2014-11-07,Ammon Community Center,60
48850668,2014-11-07,Brookline Community Center,88
48850669,2014-11-07,Jefferson Community Center,40
48850670,2014-11-07,Ormsby Community Center,38
48850671,2014-11-07,Paulson Community Center,17
48850672,2014-11-07,Phillips Community Center,25
48850673,2014-11-07,Warrington Community Center,11
48850674,2014-11-07,Magee Community Center,59
48850675,2014-11-06,Ammon Community Center,100
48850676,2014-11-06,Arlington Community Center,16
48850677,2014-11-06,Jefferson Community Center,20
48850678,2014-11-06,Brookline Community Center,147
48850679,2014-11-06,Paulson Community Center,15
48850680,2014-11-06,Ormsby Community Center,32
48850681,2014-11-06,Phillips Community Center,52
48850682,2014-11-06,Warrington Community Center,29
48850683,2014-11-06,Magee Community Center,19
48850684,2014-11-05,Arlington Community Center,15
48850685,2014-11-05,Ammon Community Center,173
48850686,2014-11-05,Brookline Community Center,198
48850687,2014-11-05,Jefferson Community Center,12
48850688,2014-11-05,Ormsby Community Center,38
48850689,2014-11-05,Paulson Community Center,28
48850690,2014-11-05,Phillips Community Center,26
48850691,2014-11-05,Warrington Community Center,48
48850692,2014-11-05,Magee Community Center,83
48850693,2014-11-04,Ammon Community Center,105
48850694,2014-11-04,Arlington Community Center,199
48850695,2014-11-04,Jefferson Community Center,47
48850696,2014-11-04,Brookline Community Center,361
48850697,2014-11-04,Paulson Community Center,3
48850698,2014-11-04,Ormsby Community Center,57
48850699,2014-11-04,Phillips Community Center,41
48850700,2014-11-04,Warrington Community Center,1
48850701,2014-11-04,Magee Community Center,30
48850702,2014-11-03,Arlington Community Center,28
48850703,2014-11-03,Ammon Community Center,106
48850704,2014-11-03,Brookline Community Center,125
48850705,2014-11-03,Jefferson Community Center,23
48850706,2014-11-03,Ormsby Community Center,44
48850707,2014-11-03,Paulson Community Center,42
48850708,2014-11-03,Phillips Community Center,98
48850709,2014-11-03,West Penn Community Center,18
48850710,2014-11-03,Magee Community Center,30
48850711,2014-11-01,Brookline Community Center,40
48850712,2014-11-01,Ormsby Community Center,63
48850713,2014-11-01,Phillips Community Center,40
48850714,2014-11-01,West Penn Community Center,44
48850715,2014-10-31,Brookline Community Center,45
48850716,2014-10-31,Jefferson Community Center,14
48850717,2014-10-31,Ormsby Community Center,14
48850718,2014-10-31,Paulson Community Center,30
48850719,2014-10-31,Phillips Community Center,21
48850720,2014-10-31,West Penn Community Center,29
48850721,2014-10-31,Magee Community Center,25
48850722,2014-10-30,Arlington Community Center,18
48850723,2014-10-30,Jefferson Community Center,34
48850724,2014-10-30,Brookline Community Center,153
48850725,2014-10-30,Paulson Community Center,30
48850726,2014-10-30,Ormsby Community Center,54
48850727,2014-10-30,Phillips Community Center,36
48850728,2014-10-30,West Penn Community Center,122
48850729,2014-10-30,Magee Community Center,31
48850730,2014-10-29,Arlington Community Center,18
48850731,2014-10-29,Brookline Community Center,191
48850732,2014-10-29,Jefferson Community Center,28
48850733,2014-10-29,Ormsby Community Center,79
48850734,2014-10-29,Phillips Community Center,39
48850735,2014-10-29,West Penn Community Center,25
48850736,2014-10-29,Magee Community Center,41
48850737,2014-10-28,Arlington Community Center,31
48850738,2014-10-28,Jefferson Community Center,35
48850739,2014-10-28,Brookline Community Center,123
48850740,2014-10-28,Ormsby Community Center,92
48850741,2014-10-28,Phillips Community Center,66
48850742,2014-10-28,West Penn Community Center,64
48850743,2014-10-28,Magee Community Center,25
48850744,2014-10-27,Arlington Community Center,28
48850745,2014-10-27,Brookline Community Center,158
48850746,2014-10-27,Jefferson Community Center,34
48850747,2014-10-27,Ormsby Community Center,53
48850748,2014-10-27,Phillips Community Center,130
48850749,2014-10-27,West Penn Community Center,58
48850750,2014-10-27,Magee Community Center,21
48850751,2014-10-25,Phillips Community Center,4
48850752,2014-10-25,Warrington Community Center,2
48850753,2014-10-24,Jefferson Community Center,24
48850754,2014-10-24,Brookline Community Center,51
48850755,2014-10-24,Phillips Community Center,13
48850756,2014-10-24,Warrington Community Center,2
48850757,2014-10-24,West Penn Community Center,2
48850758,2014-10-24,Magee Community Center,23
48850759,2014-10-23,Arlington Community Center,17
48850760,2014-10-23,Ammon Community Center,76
48850761,2014-10-23,Brookline Community Center,145
48850762,2014-10-23,Jefferson Community Center,23
48850763,2014-10-23,Ormsby Community Center,77
48850764,2014-10-23,Paulson Community Center,42
48850765,2014-10-23,Phillips Community Center,42
48850766,2014-10-23,West Penn Community Center,101
48850767,2014-10-23,Warrington Community Center,3
48850768,2014-10-23,Magee Community Center,26
48850769,2014-10-22,Ammon Community Center,100
48850770,2014-10-22,Arlington Community Center,42
48850771,2014-10-22,Jefferson Community Center,24
48850772,2014-10-22,Brookline Community Center,199
48850773,2014-10-22,Paulson Community Center,35
48850774,2014-10-22,Ormsby Community Center,35
48850775,2014-10-22,Phillips Community Center,45
48850776,2014-10-22,Warrington Community Center,7
48850777,2014-10-22,West Penn Community Center,95
48850778,2014-10-22,Magee Community Center,35
48850779,2014-10-21,Arlington Community Center,19
48850780,2014-10-21,Ammon Community Center,74
48850781,2014-10-21,Brookline Community Center,100
48850782,2014-10-21,Jefferson Community Center,12
48850783,2014-10-21,Ormsby Community Center,71
48850784,2014-10-21,Paulson Community Center,35
48850785,2014-10-21,Phillips Community Center,78
48850786,2014-10-21,West Penn Community Center,65
48850787,2014-10-21,Magee Community Center,34
48850788,2014-10-20,Ammon Community Center,99
48850789,2014-10-20,Arlington Community Center,30
48850790,2014-10-20,Jefferson Community Center,41
48850791,2014-10-20,Brookline Community Center,150
48850792,2014-10-20,Paulson Community Center,35
48850793,2014-10-20,Ormsby Community Center,65
48850794,2014-10-20,Phillips Community Center,54
48850795,2014-10-20,West Penn Community Center,75
48850796,2014-10-20,Warrington Community Center,20
48850797,2014-10-20,Magee Community Center,30
48850798,2014-10-19,Ormsby Community Center,34
48850799,2014-10-18,Brookline Community Center,55
48850800,2014-10-18,Ormsby Community Center,73
48850801,2014-10-18,Phillips Community Center,9
48850802,2014-10-18,Warrington Community Center,3
48850803,2014-10-18,West Penn Community Center,16
48850804,2014-10-18,Magee Community Center,5
48850805,2014-10-17,Arlington Community Center,9
